연번,행정동,설치장소,관리부서,전화번호,위도,경도
603,반월중앙동,경상남도 창원시 마산합포구 중앙남8길 80 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1957349,128.5622085
604,반월중앙동,경상남도 창원시 마산합포구 중앙북2길 17,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1986551,128.5681954
605,반월중앙동,경상남도 창원시 마산합포구 중앙북3길 10,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1986792,128.5677726
606,반월중앙동,경상남도 창원시 마산합포구 중앙북7길 2,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1989603,128.5691342
607,반월중앙동,경상남도 창원시 마산합포구 동서남2길 76,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1995297,128.5690388
608,반월중앙동,경상남도 창원시 마산합포구 중앙북5길 25,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2005597,128.5688264
609,완월동,경상남도 창원시 마산합포구 고운로 216 완월동행정복지센터,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.199732,128.564762
610,완월동,경상남도 창원시 마산합포구 완월남로 42,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1980408,128.5578514
611,완월동,경상남도 창원시 마산합포구 완월남로 37 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1977255,128.5583456
612,완월동,경상남도 창원시 마산합포구 완월남로 21-1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1972165,128.5597089
613,완월동,경상남도 창원시 마산합포구 완월남로 9,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1969985,128.5609044
614,완월동,경상남도 창원시 마산합포구 완월남13길 10,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1940626,128.5613454
615,완월동,경상남도 창원시 마산합포구 고운로 168 완월 서광1차 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1970398,128.5624924
616,완월동,경상남도 창원시 마산합포구 고운로 168 완월 서광1차 뒤,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1970398,128.5624924
617,완월동,경상남도 창원시 마산합포구 완월동3길 1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1972043,128.5630948
618,완월동,경상남도 창원시 마산합포구 완월동7길 39,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1982041,128.5656215
619,완월동,경상남도 창원시 마산합포구 완월동15길 9,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1997034,128.5666762
620,완월동,경상남도 창원시 마산합포구 완월동8길 47,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1981475,128.5644858
621,완월동,경상남도 창원시 마산합포구 완월동8길 60,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1985448,128.5638144
622,완월동,경상남도 창원시 마산합포구 완월북4길 1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1989772,128.5624225
623,완월동,경상남도 창원시 마산합포구 완월북8길 41,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2003564,128.5594707
624,완월동,경상남도 창원시 마산합포구 완월북10길 37,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1995516,128.5588051
625,완월동,경상남도 창원시 마산합포구 무학로 322,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1983462,128.5565631
626,완월동,경상남도 창원시 마산합포구 완월북5길 75 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1992244,128.5570646
627,완월동,경상남도 창원시 마산합포구 완월남3길 52,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1968836,128.5589299
628,완월동,경상남도 창원시 마산합포구 완월남3길 11,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.195139,128.5592791
629,완월동,경상남도 창원시 마산합포구 장군천로 32,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1965507,128.5654086
630,자산동,경상남도 창원시 마산합포구 자산동5길 1 자산동행정복지센터,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2055204,128.5654624
631,자산동,경상남도 창원시 마산합포구 자산남로 1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2005063,128.5645215
632,자산동,경상남도 창원시 마산합포구 자산남로 11-1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2011691,128.5647784
633,자산동,경상남도 창원시 마산합포구 자산남10길 23,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2012902,128.5647412
634,자산동,경상남도 창원시 마산합포구 자산서6길 3,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2024152,128.5630238
635,자산동,경상남도 창원시 마산합포구 자산서6길 22,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2029045,128.5630213
636,자산동,경상남도 창원시 마산합포구 자산서5길 42,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2039157,128.5624406
637,자산동,경상남도 창원시 마산합포구 자산서5길 22,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2036412,128.5634341
638,자산동,경상남도 창원시 마산합포구 심온길 59,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.20166,128.5627196
639,자산동,경상남도 창원시 마산합포구 자산솔밭로 16,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1989782,128.5610043
640,자산동,경상남도 창원시 마산합포구 자산솔밭로 24-1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1997893,128.5604903
641,자산동,경상남도 창원시 마산합포구 자산서14길 39,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2001887,128.5579696
642,자산동,경상남도 창원시 마산합포구 자산서14길 35,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.200385,128.5580408
643,자산동,경상남도 창원시 마산합포구 자산서14길 26,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2005346,128.5577625
644,자산동,경상남도 창원시 마산합포구 자산서14길 9,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2015275,128.5585515
645,자산동,경상남도 창원시 마산합포구 자산남로 32-2,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2029948,128.5651037
646,자산동,경상남도 창원시 마산합포구 자산북1길 21 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2049942,128.5635593
647,자산동,경상남도 창원시 마산합포구 자산서10길 63 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2052914,128.5626526
648,자산동,경상남도 창원시 마산합포구 자산서11길 77,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2048568,128.5608173
649,자산동,경상남도 창원시 마산합포구 무학로 412 옆,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2055017,128.5610655
650,자산동,경상남도 창원시 마산합포구 무학로 422,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.205951,128.561713
651,자산동,경상남도 창원시 마산합포구 자산서11길 120 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2058798,128.5627602
652,자산동,경상남도 창원시 마산합포구 자산북3길 28,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2061187,128.5636347
653,자산동,경상남도 창원시 마산합포구 자산북3길 18-1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2059713,128.5640595
654,자산동,경상남도 창원시 마산합포구 자산북4길 20 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.206794,128.5649845
655,자산동,경상남도 창원시 마산합포구 자산북4길 36,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2067047,128.5640517
656,자산동,경상남도 창원시 마산합포구 자산삼거리로 94,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2074537,128.5641839
657,자산동,경상남도 창원시 마산합포구 자산삼거리로 79,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2069212,128.5655189
658,자산동,경상남도 창원시 마산합포구 자산삼거리로 72-1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.206359,128.566452
659,자산동,경상남도 창원시 마산합포구 자산동 11-15 서원빌 옆,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2078367,128.5648443
660,자산동,경상남도 창원시 마산합포구 자산삼거리로 61 평화맨션 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.206101,128.565288
661,자산동,경상남도 창원시 마산합포구 자산동8길 53,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2038737,128.5652454
662,자산동,경상남도 창원시 마산합포구 자산동10길 5,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2048448,128.5662899
663,자산동,경상남도 창원시 마산합포구 자산동9길 36 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2039411,128.5671724
664,오동동,경상남도 창원시 마산합포구 몽고정길 30 성호동 주민센터,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2074422,128.5726529
665,오동동,경상남도 창원시 마산합포구 동서북4길 13 오동동행정복지센터,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2042629,128.5737075
666,오동동,경상남도 창원시 마산합포구 성호서6길 1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.210225,128.5703504
667,오동동,경상남도 창원시 마산합포구 성호서11길 54 (성지목욕탕),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.209818,128.5704156
668,오동동,경상남도 창원시 마산합포구 성호서6길 46,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2083263,128.5708477
669,오동동,경상남도 창원시 마산합포구 성호서2길 3,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2074793,128.5710348
670,오동동,경상남도 창원시 마산합포구 문신길 185,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2070201,128.5708115
671,오동동,경상남도 창원시 마산합포구 성호남2길 12,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2060546,128.5705778
672,오동동,경상남도 창원시 마산합포구 성호남1길 45 (철길),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2060986,128.5708447
673,오동동,경상남도 창원시 마산합포구 성호서10길 34,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2091367,128.5698307
674,오동동,경상남도 창원시 마산합포구 성호서10길 38,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2088991,128.5698221
675,오동동,경상남도 창원시 마산합포구 성호서10길 2,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2101298,128.5694111
676,교방동,경상남도 창원시 마산합포구 천하장사로 46,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2105305,128.5684751
677,교방동,경상남도 창원시 마산합포구 천하장사로 36-1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2106105,128.567432
678,교방동,경상남도 창원시 마산합포구 천하장사로 14,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2104489,128.564932
679,교방동,경상남도 창원시 마산합포구 교방남1길 27,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2101854,128.5650902
680,교방동,경상남도 창원시 마산합포구 교방남1길 10,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2099747,128.5639732
681,교방동,경상남도 창원시 마산합포구 교방남4길 116,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2089017,128.5692235
682,교방동,경상남도 창원시 마산합포구 교방천남길 16,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2112667,128.5642339
683,교방동,경상남도 창원시 마산합포구 교방서1길 71,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2118637,128.5651822
684,교방동,경상남도 창원시 마산합포구 교방천북길 57,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2122603,128.566158
685,교방동,경상남도 창원시 마산합포구 교방동1길 26,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2124149,128.5642088
686,교방동,경상남도 창원시 마산합포구 교방서1길 12,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2142477,128.5642033
687,교방동,경상남도 창원시 마산합포구 교방서2길 55,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2144256,128.5652315
688,교방동,경상남도 창원시 마산합포구 교방북2길 18 동원아트빌라 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2156701,128.5641858
689,교방동,경상남도 창원시 마산회원구 교방시장1길 45,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2171504,128.5633519
690,교방동,경상남도 창원시 마산회원구 교방시장1길 1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2170631,128.5610065
691,교방동,경상남도 창원시 마산합포구 노산북3길 9,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2152643,128.5722431
692,교방동,경상남도 창원시 마산합포구 노산남1길 27 경남은행 옆,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2123837,128.5732034
693,교방동,경상남도 창원시 마산합포구 노산남9길 2,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2125521,128.5710735
694,합포동,경상남도 창원시 마산합포구 합포서5길 20,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.21018,128.577097
695,합포동,경상남도 창원시 마산합포구 합포서4길 35,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2096641,128.577455
696,합포동,경상남도 창원시 마산합포구 허당로 26,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.210572,128.5786624
697,합포동,경상남도 창원시 마산합포구 합포서1길 1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2101519,128.5791231
698,합포동,경상남도 창원시 마산합포구 허당로 60,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2106734,128.5823142
699,합포동,경상남도 창원시 마산합포구 허당로 41,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2109844,128.5801934
700,합포동,경상남도 창원시 마산합포구 합포동1길 34,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2084105,128.5846848
701,합포동,경상남도 창원시 마산합포구 합포동5길 15,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2099215,128.5852451
702,합포동,경상남도 창원시 마산합포구 합포동4길 26,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2088634,128.5843876
703,합포동,경상남도 창원시 마산합포구 합포동4길 30,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2088634,128.5843876
704,합포동,경상남도 창원시 마산합포구 합포북9길 22,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2125925,128.5787966
705,합포동,경상남도 창원시 마산합포구 합포서10길 11,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2116136,128.5776208
706,합포동,경상남도 창원시 마산합포구 허당로11,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2113616,128.577238
707,산호동,경상남도 창원시 마산합포구 산호북2길 19,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2166845,128.5860773
708,산호동,경상남도 창원시 마산합포구 산호남8길 71 ,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2150403,128.5819222
709,산호동,경상남도 창원시 마산합포구 산호남6길 20,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2166493,128.5799535
710,산호동,경상남도 창원시 마산합포구 용마로 77 다이노스빌딩 앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2202559,128.5821962
711,산호동,경상남도 창원시 마산합포구 산호서6길 41,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2195383,128.5800695
712,산호동,경상남도 창원시 마산합포구 산호서4길 27 공원앞,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2177732,128.5788
713,산호동,경상남도 창원시 마산합포구 해안대로 155,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1887212,128.5658783
714,산호동,경상남도 창원시 마산합포구 산호동6길 18,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.2155264,128.5876866
715,구암동,경상남도 창원시 마산회원구 구암북1길 126,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2559024,128.5992543
716,구암동,경상남도 창원시 마산회원구 3.15성역로 131,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2520183,128.593761
717,구암동,경상남도 창원시 마산회원구 구암북3길 22,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2524832,128.5925238
718,구암동,경상남도 창원시 마산회원구 구암북3길 11,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2519889,128.5928371
719,구암동,경상남도 창원시 마산회원구 구암북19길 8,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2523008,128.5912114
720,구암동,경상남도 창원시 마산회원구 구암북5길 1,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2519251,128.5911494
721,구암동,경상남도 창원시 마산회원구 구암북3길 36,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2529881,128.5920348
722,구암동,경상남도 창원시 마산회원구 구암북7길 30,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2537891,128.5929101
723,구암동,경상남도 창원시 마산회원구 구암서2길 114,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2496327,128.5945954
724,구암동,경상남도 창원시 마산회원구 구암서8길 13,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2503502,128.5944381
725,구암동,경상남도 창원시 마산회원구 구암북19길 195,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2586653,128.596484
726,구암동,경상남도 창원시 마산회원구 구암동4길 21,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2531435,128.5997632
727,구암동,경상남도 창원시 마산회원구 구암동4길 28,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2537029,128.5997194
728,구암동,경상남도 창원시 마산회원구 구암남12길 42,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2507079,128.6020305
729,구암동,경상남도 창원시 마산회원구 구암남12길 63,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.24966,128.60265
730,구암동,경상남도 창원시 마산회원구 구암반계길 17,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2497324,128.6036117
731,구암동,경상남도 창원시 마산회원구 구암남11길 20,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2497856,128.6011077
732,구암동,경상남도 창원시 마산회원구 구암남13길 26,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2498567,128.598869
733,구암동,경상남도 창원시 마산회원구 구암남8길 9,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2491893,128.5970948
734,구암동,경상남도 창원시 마산회원구 구암남6길 55,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2464468,128.5932619
735,구암동,경상남도 창원시 마산회원구 구암남5길 46,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2462876,128.592285
736,구암동,경상남도 창원시 마산회원구 구암남6길 34,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2456984,128.5923784
737,구암동,경상남도 창원시 마산회원구 구암남6길 46,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2461455,128.5927232
738,구암동,경상남도 창원시 마산회원구 구암남6길 42,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.245851,128.592672
739,구암동,경상남도 창원시 마산회원구 구암남6길 16,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2454338,128.591294
740,구암동,경상남도 창원시 마산회원구 구암남2길 26,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.244131,128.5912411
741,구암동,경상남도 창원시 마산회원구 구암남7길 34,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2443179,128.59025
742,봉암동,경상남도 창원시 마산회원구 봉암북4길 53-1,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2230977,128.5972034
743,봉암동,경상남도 창원시 마산회원구 봉암북5길 17,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2225068,128.5975623
744,봉암동,경상남도 창원시 마산회원구 봉암북7길 94,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2207052,128.5992171
745,봉암동,경상남도 창원시 마산회원구 봉암북7길 56,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2220971,128.5992863
746,봉암동,경상남도 창원시 마산회원구 봉암북3길 47,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2214175,128.5978847
747,봉암동,경상남도 창원시 마산회원구 봉암북10길 12,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2207941,128.5978956
748,봉암동,경상남도 창원시 마산회원구 봉암북10길 7,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2207663,128.5975644
749,석전동,경상남도 창원시 마산회원구 석전동14길 50,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2343136,128.576068
750,석전동,경상남도 창원시 마산회원구 석전동11길 52,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2340671,128.5759706
751,석전동,경상남도 창원시 마산회원구 석전동11길 38,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2336525,128.5753211
752,석전동,경상남도 창원시 마산회원구 석전동10길 18,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.233004,128.5750415
753,석전동,경상남도 창원시 마산회원구 석전동10길 3,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2325919,128.574478
754,석전동,경상남도 창원시 마산회원구 석전동4길 52 석전동행정복지센터 앞,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2302966,128.5731034
755,석전동,경상남도 창원시 마산회원구 석전북2길 6-1,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2328705,128.5722547
756,석전동,경상남도 창원시 마산회원구 석전북2길 31,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2324905,128.57109
757,석전동,경상남도 창원시 마산회원구 석전북2길 64 일우아파트 앞,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.232335,128.568775
758,석전동,경상남도 창원시 마산회원구 석전북7길 24,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2333928,128.5683541
759,석전동,경상남도 창원시 마산회원구 석전북13길 25,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2332376,128.5706388
760,석전동,경상남도 창원시 마산회원구 석전동로 34,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2328278,128.5737437
761,석전동,경상남도 창원시 마산회원구 석전북19길 68,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2310517,128.5674052
762,석전동,경상남도 창원시 마산회원구 석전북19길 50,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2304255,128.5678583
763,석전동,경상남도 창원시 마산회원구 석전남23길 7,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2264121,128.5715232
764,석전동,경상남도 창원시 마산회원구 석전서1길 12-28,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2296637,128.5669453
765,석전동,경상남도 창원시 마산회원구 석전서9길 8,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2303261,128.5658627
766,석전동,경상남도 창원시 마산회원구 석전서6길 127,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2294394,128.5656212
767,석전동,경상남도 창원시 마산회원구 석전서6길 118,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2293865,128.566197
768,석전동,경상남도 창원시 마산회원구 석전서6길 108,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2291778,128.5666068
769,석전동,경상남도 창원시 마산회원구 석전서8길 77,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2283846,128.5667447
770,석전동,경상남도 창원시 마산회원구 석전서8길 19,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2263494,128.5690888
771,석전동,경상남도 창원시 마산회원구 석전서9길 128,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.22626,128.5688101
772,석전동,경상남도 창원시 마산회원구 석전서9길 45,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2289129,128.5657191
773,석전동,경상남도 창원시 마산회원구 석전서8길 47,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.22743,128.5680413
774,석전동,경상남도 창원시 마산회원구 석전서9길 139,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2258543,128.5690922
775,양덕동,경상남도 창원시 마산회원구 양덕북15길 21,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2358238,128.5858834
776,양덕동,경상남도 창원시 마산회원구 양덕북15길 46,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2350574,128.5850127
777,양덕동,경상남도 창원시 마산회원구 양덕북3길 42,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.234372,128.5850512
778,양덕동,경상남도 창원시 마산회원구 양덕북4길 103,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2349855,128.5868625
779,양덕동,경상남도 창원시 마산회원구 양덕북9길 68,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2335291,128.5854187
780,양덕동,경상남도 창원시 마산회원구 양덕북16길 21,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2361322,128.5852706
781,양덕동,경상남도 창원시 마산회원구 양덕동16길 22,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2344959,128.5910368
782,양덕동,경상남도 창원시 마산회원구 양덕동18길 1-1,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.233849,128.5896024
783,양덕동,경상남도 창원시 마산회원구 양덕동13길 21,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2304802,128.5865858
784,양덕동,경상남도 창원시 마산회원구 양덕동10길 27,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2288425,128.5870556
785,양덕동,경상남도 창원시 마산회원구 양덕동10길 10,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2291429,128.58625
786,양덕동,경상남도 창원시 마산회원구 팔용로 17,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2314871,128.5856092
787,양덕동,경상남도 창원시 마산회원구 팔용로 18,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2313121,128.586169
788,양덕동,경상남도 창원시 마산회원구 양덕동2길 76 대림아파트 앞,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.224643,128.589563
789,양덕동,경상남도 창원시 마산회원구 양덕동2길 76 대림하이빌 옆,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.224643,128.589563
790,양덕동,경상남도 창원시 마산회원구 양덕동10길 10,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2291429,128.58625
791,양덕동,경상남도 창원시 마산회원구 양덕동2길 103,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2257958,128.5880449
792,양덕동,경상남도 창원시 마산회원구 양덕동2길 76 대림하이빌 옆,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.224643,128.589563
793,양덕동,경상남도 창원시 마산회원구 양덕동5길 38,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2345913,128.5915337
794,합성동,경상남도 창원시 마산회원구 합성북19길 16,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2449004,128.5850143
795,합성동,경상남도 창원시 마산회원구 합성북19길 34,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2444194,128.5853731
796,합성동,경상남도 창원시 마산회원구 합성북18길 46,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2435172,128.5843037
797,합성동,경상남도 창원시 마산회원구 합성북18길 36,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2438396,128.5840519
798,합성동,경상남도 창원시 마산회원구 합성북15길 77,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2444995,128.5835749
799,합성동,경상남도 창원시 마산회원구 합성북14길 29,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2449421,128.583225
800,합성동,경상남도 창원시 마산회원구 합성북15길 43,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2436533,128.581996
801,합성동,경상남도 창원시 마산회원구 합성북2길 45,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2433069,128.5812976
802,합성동,경상남도 창원시 마산회원구 합성북10길 20,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2442777,128.5798487
803,합성동,경상남도 창원시 마산회원구 합성북10길 23,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2441119,128.580129
804,합성동,경상남도 창원시 마산회원구 합성북6길 33,경상남도 창원시 마산회원구청 환경과,055-230-4521,35.2426547,128.5812515
